Fetch_Time,Data_Time,Latitude,Longitude,Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.58474,29.0,80,7.2,20,1002.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.60789,29.0,79,5.1,31,1002.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.63105,29.0,79,5.1,31,1002.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.65421,29.0,79,5.1,31,1003.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.67737,29.0,79,5.1,31,1002.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.70053,29.2,77,4.5,39,1001.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.72368,29.2,77,4.5,39,1001.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.74684,29.2,77,4.5,39,1002.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.30316,106.77,29.5,74,4.5,42,1001.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.33,28.9,78,6.7,16,1002.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.35316,28.9,78,6.7,16,1004.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.37632,28.9,78,6.7,16,1002.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.39947,28.8,80,9.0,15,1004.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.42263,28.8,80,9.0,15,1003.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.44579,28.8,80,9.0,15,1002.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.46895,28.8,81,8.8,13,1002.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.49211,28.8,81,8.8,13,1002.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.51526,28.8,81,8.8,13,1003.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.53842,29.0,80,7.2,20,1002.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.56158,29.0,80,7.2,20,1002.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.58474,29.0,80,7.2,20,1002.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.60789,29.0,79,5.1,31,1002.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.63105,29.0,79,5.1,31,1003.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.65421,29.0,79,5.1,31,1004.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.67737,29.0,79,5.1,31,1003.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.70053,29.2,77,4.5,39,1002.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.72368,29.2,77,4.5,39,1002.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.74684,29.2,77,4.5,39,1002.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.28421,106.77,29.5,74,4.5,42,1002.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.33,28.9,78,6.7,16,1003.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.35316,28.9,78,6.7,16,1003.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.37632,28.9,78,6.7,16,1004.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.39947,28.8,80,9.0,15,1004.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.42263,28.8,80,9.0,15,1002.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.44579,28.8,80,9.0,15,1002.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.46895,28.8,81,8.8,13,1003.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.49211,28.8,81,8.8,13,1002.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.51526,28.8,81,8.8,13,1002.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.53842,29.0,80,7.2,20,1002.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.56158,29.0,80,7.2,20,1002.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.58474,29.0,80,7.2,20,1003.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.60789,29.0,79,5.1,31,1003.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.63105,29.0,79,5.1,31,1002.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.65421,29.0,79,5.1,31,1003.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.67737,29.0,79,5.1,31,1004.5,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.70053,29.2,77,4.5,39,1003.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.72368,29.2,77,4.5,39,1002.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.74684,29.2,77,4.5,39,1003.5,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.26526,106.77,29.5,74,4.5,42,1004.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.33,29.0,78,7.4,11,1004.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.35316,29.0,78,7.4,11,1003.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.37632,28.9,78,9.9,11,1004.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.39947,28.9,78,9.9,11,1005.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.42263,28.9,78,9.9,11,1004.5,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.44579,29.0,79,9.6,11,1003.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.46895,29.0,79,9.6,11,1003.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.49211,29.0,79,9.6,11,1004.5,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.51526,29.0,79,9.6,11,1002.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.53842,29.2,79,7.6,13,1003.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.56158,29.2,79,7.6,13,1003.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.58474,29.2,79,7.6,13,1004.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.60789,29.4,78,4.7,18,1003.8,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.63105,29.4,78,4.7,18,1003.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.65421,29.4,78,4.7,18,1003.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.67737,29.5,77,4.1,23,1004.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.70053,29.5,77,4.1,23,1004.0,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.72368,29.5,77,4.1,23,1004.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.74684,30.4,69,6.5,29,1004.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.24632,106.77,30.4,69,6.5,29,1004.2,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.33,29.0,78,7.4,11,1003.9,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.35316,29.0,78,7.4,11,1003.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.37632,28.9,78,9.9,11,1004.7,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.39947,28.9,78,9.9,11,1004.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.42263,28.9,78,9.9,11,1004.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.44579,29.0,79,9.6,11,1004.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.46895,29.0,79,9.6,11,1004.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.49211,29.0,79,9.6,11,1004.4,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.51526,29.0,79,9.6,11,1003.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.53842,29.2,79,7.6,13,1005.3,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.56158,29.2,79,7.6,13,1004.1,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.58474,29.2,79,7.6,13,1003.6,0
2026-05-13 11:03:53,2026-05-13 11:03:53,-6.22737,106.60789,29.4,78,4.7,18,1002.8,0
